showRange,movieNm,rank,movieCd,openDt,audiAcc,poster_url,genres,head,description
20140623~20140629,엑스맨: 데이즈 오브 퓨처 패스트,8,20147669,2014-05-22,4310013,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,"액션,판타지,SF,어드벤처","엑스맨 Vs. 센티넬
거대한 전쟁이 시작된다!
","천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
20140623~20140629,그녀,9,20148748,2014-05-22,294041,,"드라마,멜로/로맨스",,
20140623~20140629,말레피센트,10,20148383,2014-05-29,1395144,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92003_P10_135709.jpg,"액션,어드벤처,드라마","“16세가 되는 날, 날카로운 물레 바늘에 찔려 깊은 잠에 빠지리라!”","가장 강력한 마법을 가진 숲의 수호자 말레피센트는 인간왕국과의 거대한 전쟁의 소용돌이 속에서 왕국을 다스리는 스테판 왕의 딸 ‘오로라 공주’의 세례식 날, 거부할 수 없는 치명적인 저주를 내리는데…."
20140616~20140622,엣지 오브 투모로우,1,20148807,2014-06-04,3923129,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,"액션,SF",,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
20140616~20140622,끝까지 간다,2,20130442,2014-05-29,2698886,,"액션,스릴러,범죄",,
20140616~20140622,미녀와 야수,3,20148795,2014-06-18,208943,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119456_P24_114115.jpg,"판타지,멜로/로맨스","붉은 장미의 유혹,
그것은 운명의 시작이었다.","칠흑같이 어둡고 시리도록 차가운 저주는
 야수의 심장을 얼어붙게 만들었다.
 
 예기치 않게 찾아온 운명의 밤,
 장미 한 송이로 시작된 위험한 거래 그리고 사랑!
 
 순수한 사랑을 갈망하는 외로운 야수와 얼어붙은 그의 심장을 녹일 아름다운 벨의
 폭풍보다 강렬하고 장미보다 매혹적인 초대형 판타지 로맨스가 시작된다!"
20140616~20140622,황제를 위하여,4,20134591,2014-06-11,524226,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118909_P32_114714.jpg,"액션,범죄","비열함은 기술이 되고, 배신은 재능이 된다!","촉망 받는 야구선수였지만 승부 조작에 연루된 후 모든 것을 잃게 된 ‘이환’(이민기).  빠져나갈 곳 없는 인생의 바닥에서 이환은 부산 최대 규모의 조직, 황제 캐피탈의 대표 ‘상하’(박성웅)를 만나게 된다.   돈 앞에선 냉정하지만 자신의 식구들은 의리와 신뢰로 이끄는 상하. 이환의 잠재력을 본능적으로 알아 본 상하는 다른 조직원들의 반대에도 불구하고, 그를 자신의 세계로 끌어들인다.  이긴 놈만 살아남는 도박판 같은 세상.  상하의 절대적인 신임 속에서 이환은 타고난 승부근성과 거침없는 행보로 점점 자신의 영역을 넓히고, 감춰두었던 야망을 키워가는데…!"
20140616~20140622,엑스맨: 데이즈 오브 퓨처 패스트,5,20147669,2014-05-22,4288966,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,"액션,판타지,SF,어드벤처","엑스맨 Vs. 센티넬
거대한 전쟁이 시작된다!
","천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
20140616~20140622,그레이스 오브 모나코,6,20148877,2014-06-18,111857,https://ssl.pstatic.net/imgmovie/mdi/mit110/0941/94133_P37_132050.jpg,드라마,할리우드의 여신에서 모나코의 왕비로!,"아름답고 우아한 이미지로 전 세계인의 사랑을 받던 '할리우드의 여신' 그레이스 켈리는 모나코의 레니에 3세와 세기의 결혼식을 올리면서 할리우드를 떠난다.
 
 하지만 답답한 왕실 생활에 서서히 지쳐가던 그녀는 히치콕 감독의 영화계 복귀 제안에 마음이 흔들리고, 모나코를 합병시키고 싶었던 프랑스는 할리우드 복귀를 고민하는 그녀를 이용해 모나코 왕실을 위기에 빠트리는데…
 	
 모나코의 운명을 바꾼 그녀 생애 가장 위대한 순간이 펼쳐진다!"
20140616~20140622,창문 넘어 도망친 100세 노인,7,20148728,2014-06-18,111958,,"어드벤처,코미디,드라마",,
20140616~20140622,말레피센트,8,20148383,2014-05-29,1378958,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92003_P10_135709.jpg,"액션,어드벤처,드라마","“16세가 되는 날, 날카로운 물레 바늘에 찔려 깊은 잠에 빠지리라!”","가장 강력한 마법을 가진 숲의 수호자 말레피센트는 인간왕국과의 거대한 전쟁의 소용돌이 속에서 왕국을 다스리는 스테판 왕의 딸 ‘오로라 공주’의 세례식 날, 거부할 수 없는 치명적인 저주를 내리는데…."
20140616~20140622,님포매니악 볼륨1,9,20148994,2014-06-18,27505,,드라마,,
20140616~20140622,그녀,10,20148748,2014-05-22,274180,,"드라마,멜로/로맨스",,
20140609~20140615,엣지 오브 투모로우,1,20148807,2014-06-04,3045985,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,"액션,SF",,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
20140609~20140615,끝까지 간다,2,20130442,2014-05-29,2122661,,"액션,스릴러,범죄",,
20140609~20140615,황제를 위하여,3,20134591,2014-06-11,317363,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118909_P32_114714.jpg,"액션,범죄","비열함은 기술이 되고, 배신은 재능이 된다!","촉망 받는 야구선수였지만 승부 조작에 연루된 후 모든 것을 잃게 된 ‘이환’(이민기).  빠져나갈 곳 없는 인생의 바닥에서 이환은 부산 최대 규모의 조직, 황제 캐피탈의 대표 ‘상하’(박성웅)를 만나게 된다.   돈 앞에선 냉정하지만 자신의 식구들은 의리와 신뢰로 이끄는 상하. 이환의 잠재력을 본능적으로 알아 본 상하는 다른 조직원들의 반대에도 불구하고, 그를 자신의 세계로 끌어들인다.  이긴 놈만 살아남는 도박판 같은 세상.  상하의 절대적인 신임 속에서 이환은 타고난 승부근성과 거침없는 행보로 점점 자신의 영역을 넓히고, 감춰두었던 야망을 키워가는데…!"
20140609~20140615,엑스맨: 데이즈 오브 퓨처 패스트,4,20147669,2014-05-22,4175975,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,"액션,판타지,SF,어드벤처","엑스맨 Vs. 센티넬
거대한 전쟁이 시작된다!
","천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
20140609~20140615,말레피센트,5,20148383,2014-05-29,1286061,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92003_P10_135709.jpg,"액션,어드벤처,드라마","“16세가 되는 날, 날카로운 물레 바늘에 찔려 깊은 잠에 빠지리라!”","가장 강력한 마법을 가진 숲의 수호자 말레피센트는 인간왕국과의 거대한 전쟁의 소용돌이 속에서 왕국을 다스리는 스테판 왕의 딸 ‘오로라 공주’의 세례식 날, 거부할 수 없는 치명적인 저주를 내리는데…."
20140609~20140615,우는 남자,6,20132482,2014-06-04,579242,https://ssl.pstatic.net/imgmovie/mdi/mit110/1079/107961_P21_104445.jpg,"액션,드라마",그 날의 총알 한 발이 모든 것을 바꿔 놓았다.,"""진실을 원해?"" 낯선 미국 땅에 홀로 남겨져 냉혈한 킬러로 살아온 곤. 조직의 명령으로 타겟을 제거하던 중 예상치 못한 실수를 저지르고, 그는 자신의 삶에 깊은 회의를 느낀다. 그런 그에게 조직은 또 다른 명령을 내리고, 곤은 마지막 임무가 될 타겟을 찾아 자신을 버린 엄마의 나라, 한국을 찾는다.  ""당신 이름이 뭐야? 나한테 왜 이러는 거야?"" 남편과 딸을 잃고, 치매에 걸린 엄마를 돌보며 하루하루 절망 속에서 살아가고 있는 여자, 모경. 엄청난 사건에 연루된 것도 모른 채 일만 파고들며 술과 약이 없으면 잠을 이루지 못하던 그녀 앞에 딸의 죽음 뒤에 감춰진 진실을 알려주겠다는 한 남자가 다가온다.  잃을 것이 없는 남자와 남은 게 없는 여자, 그들이 절벽의 끝에서 만났다"
20140609~20140615,하이힐,7,20136062,2014-06-03,312399,,"범죄,액션",,
20140609~20140615,경주,8,20133641,2014-06-12,38319,,"드라마,코미디,멜로/로맨스",,
20140609~20140615,그녀,9,20148748,2014-05-22,248994,,"드라마,멜로/로맨스",,
20140609~20140615,베스트 오퍼,10,20148834,2014-06-12,23169,,"미스터리,멜로/로맨스",,
20140602~20140608,엣지 오브 투모로우,1,20148807,2014-06-04,1971733,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,"액션,SF",,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
20140602~20140608,끝까지 간다,2,20130442,2014-05-29,1540592,,"액션,스릴러,범죄",,
20140602~20140608,엑스맨: 데이즈 오브 퓨처 패스트,3,20147669,2014-05-22,3956935,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,"액션,판타지,SF,어드벤처","엑스맨 Vs. 센티넬
거대한 전쟁이 시작된다!
","천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
20140602~20140608,말레피센트,4,20148383,2014-05-29,1093670,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92003_P10_135709.jpg,"액션,어드벤처,드라마","“16세가 되는 날, 날카로운 물레 바늘에 찔려 깊은 잠에 빠지리라!”","가장 강력한 마법을 가진 숲의 수호자 말레피센트는 인간왕국과의 거대한 전쟁의 소용돌이 속에서 왕국을 다스리는 스테판 왕의 딸 ‘오로라 공주’의 세례식 날, 거부할 수 없는 치명적인 저주를 내리는데…."
20140602~20140608,우는 남자,5,20132482,2014-06-04,472340,https://ssl.pstatic.net/imgmovie/mdi/mit110/1079/107961_P21_104445.jpg,"액션,드라마",그 날의 총알 한 발이 모든 것을 바꿔 놓았다.,"""진실을 원해?"" 낯선 미국 땅에 홀로 남겨져 냉혈한 킬러로 살아온 곤. 조직의 명령으로 타겟을 제거하던 중 예상치 못한 실수를 저지르고, 그는 자신의 삶에 깊은 회의를 느낀다. 그런 그에게 조직은 또 다른 명령을 내리고, 곤은 마지막 임무가 될 타겟을 찾아 자신을 버린 엄마의 나라, 한국을 찾는다.  ""당신 이름이 뭐야? 나한테 왜 이러는 거야?"" 남편과 딸을 잃고, 치매에 걸린 엄마를 돌보며 하루하루 절망 속에서 살아가고 있는 여자, 모경. 엄청난 사건에 연루된 것도 모른 채 일만 파고들며 술과 약이 없으면 잠을 이루지 못하던 그녀 앞에 딸의 죽음 뒤에 감춰진 진실을 알려주겠다는 한 남자가 다가온다.  잃을 것이 없는 남자와 남은 게 없는 여자, 그들이 절벽의 끝에서 만났다"
20140602~20140608,하이힐,6,20136062,2014-06-03,227546,,"범죄,액션",,
20140602~20140608,극장판 루팡 3세 VS 명탐정 코난,7,20148648,2014-05-29,207858,,애니메이션,,
20140602~20140608,오큘러스,8,20148686,2014-05-29,257030,,"미스터리,공포(호러),스릴러",,
20140602~20140608,그녀,9,20148748,2014-05-22,216198,,"드라마,멜로/로맨스",,
20140602~20140608,인간중독,10,20133322,2014-05-14,1426083,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113353_P79_101531.jpg,"멜로/로맨스,드라마","베트남전이 막바지로 치달아가던 1969년,
엄격한 위계질서와 상하관계로 지배되는 군관사 안!","모두의 신임을 받으며 승승장구 중인 교육대장 ‘김진평(송승헌)’과 남편을 장군으로 만들려는 야망을 가진 ‘진평’의 아내 ‘이숙진(조여정)’.  어느 날, ‘김진평’의 부하로 충성을 맹세하는 ‘경우진(온주완)’과 그의 아내 ‘종가흔(임지연)’이 이사를 온다.  ‘진평’은 ‘우진’의 아내 ‘가흔’에게 첫 만남부터 강렬한 떨림을 느끼는데…  누구에게도 말할 수 없는 비밀을 간직한 여인 ‘가흔’과 그녀에게 걷잡을 수 없이 빠져드는 ‘진평’. 만나지 말았어야 할 두 사람, 최상류층 군관사 안, 누구도 알아서는 안 될 치명적 스캔들이 시작된다!  ""당신을 안 보면 숨을 쉴 수가 없어“ ""왜 이렇게 가슴이 뛰죠?"""
20140526~20140601,엑스맨: 데이즈 오브 퓨처 패스트,1,20147669,2014-05-22,3105164,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,"액션,판타지,SF,어드벤처","엑스맨 Vs. 센티넬
거대한 전쟁이 시작된다!
","천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
20140526~20140601,끝까지 간다,2,20130442,2014-05-29,644556,,"액션,스릴러,범죄",,
20140526~20140601,말레피센트,3,20148383,2014-05-29,488845,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92003_P10_135709.jpg,"액션,어드벤처,드라마","“16세가 되는 날, 날카로운 물레 바늘에 찔려 깊은 잠에 빠지리라!”","가장 강력한 마법을 가진 숲의 수호자 말레피센트는 인간왕국과의 거대한 전쟁의 소용돌이 속에서 왕국을 다스리는 스테판 왕의 딸 ‘오로라 공주’의 세례식 날, 거부할 수 없는 치명적인 저주를 내리는데…."
20140526~20140601,인간중독,4,20133322,2014-05-14,1375803,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113353_P79_101531.jpg,"멜로/로맨스,드라마","베트남전이 막바지로 치달아가던 1969년,
엄격한 위계질서와 상하관계로 지배되는 군관사 안!","모두의 신임을 받으며 승승장구 중인 교육대장 ‘김진평(송승헌)’과 남편을 장군으로 만들려는 야망을 가진 ‘진평’의 아내 ‘이숙진(조여정)’.  어느 날, ‘김진평’의 부하로 충성을 맹세하는 ‘경우진(온주완)’과 그의 아내 ‘종가흔(임지연)’이 이사를 온다.  ‘진평’은 ‘우진’의 아내 ‘가흔’에게 첫 만남부터 강렬한 떨림을 느끼는데…  누구에게도 말할 수 없는 비밀을 간직한 여인 ‘가흔’과 그녀에게 걷잡을 수 없이 빠져드는 ‘진평’. 만나지 말았어야 할 두 사람, 최상류층 군관사 안, 누구도 알아서는 안 될 치명적 스캔들이 시작된다!  ""당신을 안 보면 숨을 쉴 수가 없어“ ""왜 이렇게 가슴이 뛰죠?"""
